Title,dup
Book of Shadows Blair Witch 2,0
Boomerang,0
Boost,0
Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0
Bordello of Blood,0
Border Run,0
Bordertown,0
Born Innocent,0
Born Killers,0
Born on the Fourth of July,0
Born To Race,0
Born to Race Fast Track,0
Born to Ride,0
Born Yesterday,0
Bottle Shock,0
Boulevard,0
Bounce,0
Bound,0
Bound and Babysitting,0
Bound by Honor,0
Boundin',0
Bounty Killer,0
Bowfinger,0
Boxing Helena,0
Boy A,0
Boy Eats Girl,0
Boyhood,0
Boys and Girls,0
Boys Don't Cry,0
Boys of Abu Ghraib,0
Boys on the Side,0
Boyz n the Hood,0
Brain Dead,0
Brain Donors,0
Braindead,0
Brainstorm,0
Brake,0
Branded,0
Brassed Off,0
Bratz,0
Bratz Babyz Save Christmas,0
Bratz Fashion Pixiez,0
Bratz Kidz Fairy Tales,0
Bratz Kidz Sleep - Over Adventure,0
Bratz the Video Starrin' and Stylin',0
Brave,0
Braveheart,0
BraveStarr The Legend,0
Brazil,0
Breach,0
Break Up,0
Breakdown,0
Breaker Morant,0
Breaker! Breaker! (Truck),0
Breakfast at Tiffany's,0
Breakfast on Pluto,0
Breakin' 2 Electric Boogaloo,0
Breakin' All the Rules,0
Breaking and Entering,0
Breaking Away,0
Breaking the Girls,0
Breaking Wind,0
Breakout,0
Breathing Room,0
Breathless,0
Brenda Starr,0
Brewster's Millions,0
Brian's Song,0
Brick,0
Brick Mansions,0
Bride of Chucky,0
Bride of Frankenstein,0
Bride of Re-Animator,0
Bride Wars,0
Bridesmaids,0
Bridge of Spies,0
Bridge to Terabithia,0
Bridget Jones The Edge of Reason,0
Bridget Jones's Baby,0
Bridget Jones's Diary,0
Brief Encounter,0
Bright Star,0
Brighton Beach Memoirs,0
Bring It On,0
Bring It On A Tribute to Broadway,0
Bring It On Again,0
Bring It On Fight to the Finish,0
Bring It On In It To Win It,0
Bring Me the Head of Alfredo Garcia,0
Bringing Down The House,0
Bringing Out the Dead,0
Bringing Up Bobby,0
Broadcast News,0
Brokeback Mountain,0
Brokedown Palace,0
Broken,0
Broken Arrow,0
Broken City,0
Broken Flowers,0
Bronco Billy,0
Bronson,0
Brooklyn,0
Brooklyn Rules,0
Brooklyn's Finest,0
Brother Bear,0
Brother Bear 2,0
Brother John,0
Brother Nature,0
Brotherhood,0
Brothers,0
Brother's Keeper,0
Brown Sugar,0
Brubaker,0
Bruce Almighty,0
Brüno,0
Brute Force,0
Bubba Ho-tep,0
Bubble Boy,0
Bubble Guppies The Puppy and The Ring,0
Bucky Larson Born to Be a Star,0
Buddy,0
Buffalo '66,0
Buffalo Soldiers,0
Buffy the Vampire Slayer,0
Bug,0
Bug Buster,0
Bugs Bunny's 3rd Movie 1001 Rabbit Tales,0
Bugsy,0
Bugsy Malone,0
Bull Durham,0
Bullet,0
Bullet to the Head,0
Bulletproof,0
Bulletproof Monk,0
Bullets Over Broadway,0
Bullitt,0
Bulworth,0
Buried,0
Buried Alive,0
Burke and Hare,0
Burn After Reading,0
BURN E,0
Burn Hollywood,0
Burn Notice The Fall of Sam Axe,0
Burning Palms,0
Burning Secret,0
Burnt,0
Burying the Ex,0
Bushwhacked,0
Business as Usual,0
Butch Cassidy and the Sundance Kid,0
Butcher Boys,0
Butter,0
BUtterfield 8,0
Butterfly on a Wheel,0
Buying the Cow,0
Buzz Lightyear of Star Command The Adventure Begins,0
By Dawn's Early Light,0
By the Gun,0
By the Sea,0
Bye Bye Birdie,0
Bye Bye Love,0
Byzantium,0
Ca$h,0
Cabaret,0
Cabin Fever,0
Cabin Fever 2 Spring Fever,0
Cabin Fever Patient Zero,0
Caddyshack,0
Caddyshack II,0
Cadence,0
Cadet Kelly,0
Cadillac Man,0
Cadillac Records,0
Café Society,0
Caged No More,0
Cahill US Marshal,0
Cake,0
Calamity Jane,0
Calendar Girls,0
Caligula,0
Call Me Anna,0
Call Me Madam,0
Call of the Wild,0
Callas Forever,0
Calvary,0
Camelot,0
Camp Nowhere,0
Camp Rock,0
Camp Rock 2 The Final Jam,0
Camp X-Ray,0
Campus Man,0
Canadian Bacon,0
Candleshoe,0
Candy,0
Candyman,0
Candyman Day of the Dead,0
Candyman Farewell to the Flesh,0
Cannibal Ferox,0
Cannibal Women in the Avocado Jungle of Death,0
Cannonball Run II,0
Can't Buy Me Love,0
Can't Hardly Wait,0
Cantinflas,0
Canvas,0
Cape Fear,0
Capone,0
Capote,0
Capricorn One,0
Captain America,0
Captain America Civil War,0
Captain America The First Avenger,0
Captain America The Winter Soldier,0
Captain Battle Legacy War,0
Captain Corelli's Mandolin,0
Captain Fantastic,0
Captain Phillips,0
Captain Ron,0
Captive,0
Captivity,0
Car Wash,0
Caravaggio,0
Caravans,0
Carbon Copy,0
Care Bears Mystery in Care-A-Lot,0
Care Bears Share Bear Shines,0
Career Opportunities,0
Careful What You Wish For,0
Carjacked,0
Carlito’s Way,0
Carlito’s Way Rise to Power,0
Carlos,0
Carnage,0
Carnage Park,0
Carnal Innocence,0
Carol,0
Carpool,0
Carrie,0
Carriers,0
Carry On,0
Carry On Constable,0
Carry On Doctor,0
Cars,0
Cars two,0
Carver,0
Casa Vita,0
Casanova,0
Case 39,0
Cashback,0
Casino,0
Casino Jack,0
Casino Royale,0
Casper,0
Casper A Spirited Beginning,0
Casper Meets Wendy,0
Casper's Haunted Christmas,0
Cass,0
Cassandra,0
Cassandra's Dream,0
Cast Away,0
Castello Cavalcanti,0
Casualties of War,0
Cat Ballou,0
Cat Fishin',0
Cat in the Hat Miles and Miles of Reptiles,0
Cat in the Hat Tricks and Treats,0
Cat on a Hot Tin Roof,0
Cat People,0
Cat Run,0
Cat Run 2,0
CAT Squad,0
Catch 44,0
Catch a Fire,0
Catch and Release,0
Catch Me If You Can,0
Catch That Kid,0
Catch-22,0
Catherine The Great,0
Cats and Dogs,0
Cats and Dogs The Revenge of Kitty Galore,0
Cats Don't Dance,0
Cat's Eye,0
Cattle Annie and Little Britches,0
Caveman,0
Cavemen,0
CBGB,0
Cecil B Demented,0
Cecilia,0
Cedar Rapids,0
Celebrity,0
Celebrity Sex Tape,0
Celeste and Jesse Forever,0
Cell,0
Cellular,0
Celtic Pride,0
Cemetery Junction,0
Center Stage,0
Center Stage On Pointe,0
Central Intelligence,0
Centurion,0
Ceremony,0
Certain Women,0
Cesar Chavez,0
Chain Letter,0
Chain of Command,0
Chain of Fools,0
Chain Reaction,0
Chained,0
Chains of Gold,0
Chalet Girl,0
Chamaco,0
Change of Habit,0
Change of Heart,0
Changeling,0
Changing Hearts,0
Changing Lanes,0
Chaos,0
Chaos Theory,0
Chaplin,0
Chappie,0
Charade,0
Chariots of Fire,0
Charlie and the Chocolate Factory,0
Charlie Bartlett,0
Charlie St Cloud,0
Charlie Wilson's War,0
Charlie's Angels,0
Charlie's Angels Full Throttle,0
Charlotte Gray,0
Charlotte's Web,0
Charlotte's Web two Wilbur's Great Adventure,0
Charly,0
Charro!,0
Chasers,0
Chasing Amy,0
Chasing Christmas,0
Chasing Liberty,0
Chasing Mavericks,0
Chasing Papi,0
Chasing Waterfalls,0
Che Part One,0
Che Part Two,0
Cheap Shots,0
Cheaper by the Dozen,0
Cheaper by the Dozen 2,0
Cheaper to Keep Her,0
Cheech and Chong Get Out of My Room,0
Cheech and Chong's Next Movie,0
Cheech and Chong's The Corsican Brothers,0
Cheerful Weather for the Wedding,0
Chef,0
Cheri,0
Chernobyl Diaries,0
Cherry,0
Cherry 2000,0
Cherrybomb,0
Chicago,0
Chicken Little,0
Chicken Run,0
Child 44,0
Child of God,0
Children of Men,0
Children of the Corn,0
Children of the Corn 666 Isaac's Return,0
Children of the Corn II The Final Sacrifice,0
Children of the Corn III Urban Harvest,0
Children of the Corn IV The Gathering,0
Children of the Corn Revelation,0
Children of the Corn V Fields of Terror,0
Child's Play,0
Child's Play 2,0
Child's Play 3,0
Chillerama,0
Chilly Christmas,0
Chinatown,0
Chinese Hercules,0
Chip and Dale - Here Comes Trouble,0
Chisum,0
Chitty Chitty Bang Bang,0
Chloe,0
Chloe and Theo,0
Chlorine,0
Chocolat,0
Choke,0
Chopin La Dame Aux Camélias,0
Christine,0
Christmas Angel,0
Christmas Eve,0
Christmas for a Dollar,0
Christmas in Wonderland,0
Christmas Mountain,0
CHRISTMAS RIDE,0
Christmas Vacation 2 Cousin Eddie's Island Adventure,0
Christmas with the Kranks,0
Christmas with Tucker,0
ChromeSkull Laid to Rest 2,0
Chronicle,0
Chu Chu and the Philly Flash,0
Chupacabra vs The Alamo,0
Cinderella,0
Cinderella II Dreams Come True,0
Cinderella III A Twist in Time,0
Cinderella Man,0
Circle of Friends,0
Cirque du Freak The Vampire's Assistant,0
Cirque du Soleil Worlds Away,0
Citadel,0
Citizen Gangster,0
Citizen Toxie The Toxic Avenger IV,0
City By The Sea,0
City Girl,0
City Hall,0
City Island,0
City Lights,0
City of Angels,0
City of Industry,0
City of joy,0
City Slickers,0
City Slickers II The Legend of Curly's Gold,0
Clash of the Titans,0
Class,0
Class of 1984,0
Class of 1999,0
Class of Nuke 'Em High,0
Claudine,0
Clean Slate,0
Cleaner,0
Cleanskin,0
Clear and Present Danger,0
Cleopatra,0
Clerks,0
Clerks II,0
Click,0
Cliffhanger,0
Clifford,0
Clinton,0
Cloak and Dagger,0
Clockstoppers,0
Clockwise,0
Cloned,0
CLONED The Recreator Chronicles,0
Close Encounters of the Third Kind,0
Closed Circuit,0
Closer,0
Closet Cases of the Nerd Kind,0
Closet Monster,0
Closing the Ring,0
Cloud Atlas,0
Cloud nine,0
Clouds of Sils Maria,0
Cloudy with a Chance of Meatballs,0
Cloudy with a Chance of Meatballs 2,0
Cloverfield,0
Club Dread,0
Club Fed,0
Club Paradise,0
Clue The Movie,0
Clueless,0
Coach,0
Coach Carter,0
Coal Miner's Daughter,0
Cobra,0
Cockneys vs Zombies,0
Cocktail,0
Coco Chanel,0
Cocoon,0
Cocoon The Return,0
Code Name The Cleaner,0
Code of Silence,0
Cody the Robosapien,0
Coffee and Cigarettes,0
Coffee Town,0
Coffy,0
Coherence,0
Cold Comes the Night,0
Cold Creek Manor,0
Cold in July,0
Cold Mountain,0
Collateral,0
Collateral Beauty,0
Collateral Damage,0
College Coeds vs Zombie Housewives,0
College Road Trip,0
Collide,0
Collision Course,0
Colombiana,0
Colonia,0
Color of Night,0
Colossus The Forbin Project,0
Columbus Circle,0
Coma,0
Come And Find Me,0
Come Back to Me,0
Come Back to the 5 and Dime,0
Come Out and Play,0
Come See the Paradise,0
Coming Through The Rye,0
Coming to America,0
Command Performance,0
Commando,0
Communion,0
Company of Heroes,0
Compliance,0
Con Air,0
Conan the Barbarian,0
Conan the Destroyer,0
Concussion,0
Condorman,0
Coneheads,0
Confessions of a Dangerous Mind,0
Confessions of a Shopaholic,0
Confessions of a Teenage Drama Queen,0
Confidence,0
Congo,0
Connie and Carla,0
Connors' War,0
Conquest of the Planet of the Apes,0
Conspiracy Theory,0
Constantine,0
Constellation,0
Contact,0
Contagion,0
Continental Divide,0
Contraband,0
Control,0
Conversations with God,0
Conversations with Other Women,0
Conviction,0
Convoy,0
Coogan's Bluff,0
Cookie's Fortune,0
Cool as Ice,0
Cool Hand Luke,0
Cool Runnings,0
Cool World,0
Cooties,0
Cop and ½,0
Cop Car,0
Cop Dog,0
Cop Land,0
Cop Out,0
Copperhead,0
Cops and Robbersons,0
Copycat,0
Coraline,0
Coriolanus,0
Corky Romano,0
Corn Chips,0
Coronado,0
Corpse Bride,0
Corvette Summer,0
Cosmopolis,0
Cougar Club,0
Cougars,0
Counselor week at Camp Liberty,0
Count Dracula,0
Count Yorga,0
Countess Dracula,0
Country Strong,0
Couples Retreat,0
Courage of Lassie,0
Courageous,0
Cousins,0
Cow Belles,0
Cowboy Up,0
Cowboys and Aliens,0
Cowgirls n' Angels,0
Coyote Ugly,0
Cracks,0
Cradle 2 the Grave,0
Crank,0
Crank High Voltage,0
Crash,0
Crash!,0
Crawlspace,0
Crazy,0
Crazy in Alabama,0
Crazy Kind of Love,0
Crazy on the Outside,0
Crazy/Beautiful,0
Creation,0
Creative Control,0
Creature,0
Creature from the Black Lagoon,0
Creed,0
Creep,0
Creepshow,0
Creepshow 2,0
Creepshow 3,0
Crime and Punishment,0
Crime Story,0
Crimes and Misdemeanors,0
Crimes of Passion,0
Crimes of the Heart,0
Crimewave,0
Criminal,0
Criminal Activities,0
Crimson Peak,0
Crimson Tide,0
Critters,0
Critters 2,0
Critters 3,0
Critters 4,0
Crocodile Dundee,0
Crocodile Dundee II,0
Crocodile Dundee in Los Angeles,0
Cronos,0
Crooked Arrows,0
Crooklyn,0
Cross of Iron,0
Crossing Over,0
Crossover,0
Crossroads,0
Crossworlds,0
Crouching Tiger,0
Croupier,0
Cruel Intentions,0
Cruel Intentions 2,0
Cruel Intentions 3,0
Cruising,0
Crush,0
Cry,0
Cry Freedom,0
Cry_Wolf,0
Cry-Baby,0
Crystal Fairy and the Magical Cactus,0
Cuban Fury,0
Cube,0
Cube Zero,0
Cube² Hypercube,0
Curious George,0
Curious George A Halloween Boo Fest,0
Curious George two Follow That Monkey!,0
Curly Sue,0
Curse of Chucky,0
Curse of the Pink Panther,0
Curse of the Ring,0
Curse of the Witching Tree,0
Cursed,0
Curtain Call,0
Curve,0
Cut Bank,0
Cutthroat Island,0
Cyber-CHIC,0
Cyborg,0
Cyborg Soldier,0
Cymbeline,0
Cyrus,0
D2 The Mighty Ducks,0
D3 The Mighty Ducks,0
Daddy,0
Daddy Day Camp,0
Daddy Day Care,0
Daddy's Home,0
Dadnapped,0
Dad's Army,0
Dakota's Summer,0
Daleks' Invasion Earth 2150 AD,0
Dallas Buyers Club,0
Damage,0
Damien Omen II,0
Damnation Alley,0
Damsels in Distress,0
Dance Flick,0
Dance of the Dead,0
Dance With Me,0
Dancer in the Dark,0
Dances with Wolves,0
Dancing at Lughnasa,0
Dancing at the Blue Iguana,0
Dangerous Beauty,0
Dangerous Liaisons,0
Dangerous Minds,0
Danny Collins,0
Danny Deckchair,0
Dante's Inferno An Animated Epic,0
Dante's Peak,0
Daredevil,0
Dark Angel,0
Dark Blue,0
Dark City,0
Dark Feed,0
Dark Places,0
Dark Shadows,0
Dark Side of The Force Awakens,0
Dark Skies,0
Dark Star,0
Dark Storm,0
Dark Tide,0
Dark Water,0
Darkman,0
Darkman II The Return of Durant,0
Darkman III Die Darkman Die,0
Darkness,0
Darkness Falls,0
Darkweb,0
DARYL,0
Date and Switch,0
Date Movie,0
Date Night,0
Date With an Angel,0
Date with Love,0
Dating the Enemy,0
Dave,0
David and Bathsheba,0
Dawgtown,0
Dawn of the Dead,0
Dawn of the Planet of the Apes,0
Dawn Rider,0
Day and Night,0
Day of the Animals,0
Day of the Dead,0
Day of the Mummy,0
Daybreakers,0
Daydream Nation,0
Daylight,0
Days and Nights,0
Days of Glory,0
Days of Heaven,0
Days of Thunder,0
Dazed and Confused,0
DC Showcase Catwoman,0
DC Showcase Green Arrow,0
DC Showcase The Spectre,0
Dead Again,0
Dead and Buried,0
Dead Awake,0
Dead Birds,0
Dead Calm,0
Dead Drop,0
Dead End,0
Dead Fury,0
Dead in Tombstone,0
Dead Like Me Life After Death,0
Dead Man,0
Dead Man Down,0
Dead Man Walking,0
Dead Man's Shoes,0
Dead Man's Walk,0
Dead Men Don't Wear Plaid,0
Dead of Night,0
Dead of Winter,0
Dead Poets Society,0
Dead Ringers,0
Dead Sea,0
Dead Silence,0
Dead Souls,0
Dead Space Aftermath,0
Dead Space Downfall,0
Dead Weight,0
Dead Within,0
Deadfall,0
Deadgirl,0
DeadHeads,0
Deadly Blessing,0
Deadly Daycare,0
Deadly Encounter,0
Deadly Vows,0
Deadpool,0
Deal,0
Deal of the Century,0
Dear Dumb Diary,0
Dear God,0
Dear John,0
Dear Mr Gacy,0
Dear Santa,0
Dear Sidewalk,0
Dear Wendy,0
Dear White People,0
Death at a Funeral,0
Death Becomes Her,0
Death Defying Acts,0
Death Hunt,0
Death of a Gunfighter,0
Death of a Salesman,0
Death of a Superhero,0
Death of an Angel,0
Death Proof,0
Death Race,0
Death Race 2,0
Death Race 2000,0
Death Race Inferno,0
Death Train,0
Death Warrant,0
Death Wish,0
Death Wish 2,0
Death Wish 3,0
Death Wish 5 The Face of Death,0
Deathgasm,0
DEBS,0
Deceived,0
Deceiver,0
December Boys,0
Deception,0
Deck Dogz,0
Deck the Halls,0
Decoding Annie Parker,0
Deconstructing Harry,0
Decoys,0
Deep Blue Sea,0
Deep Dark Canyon,0
Deep Impact,0
Deep in the Darkness,0
Deep in the Valley,0
Deep in the Woods,0
Deep Rising,0
Deep Winter,0
DeepStar Six,0
Deepwater Horizon,0
Defending Your Life,0
Defendor,0
Defiance,0
Definitely,0
Déjà Vu,0
Delgo,0
Delirious,0
Deliver Us from Evil,0
Deliverance,0
Delivering Milo,0
Delivery Man,0
Delta Farce,0
Delta Force 2 The Colombian Connection,0
Dementia,0
Demolition,0
Demolition Man,0
Demonic,0
Demons 2,0
Dennis the Menace,0
Dennis the Menace Strikes Again!,0
Derailed,0
Descendants,0
Desert Dancer,0
Desierto,0
Desire and Hell at Sunset Motel,0
Desiree,0
Desperado,0
Desperate Measures,0
Desperately Seeking Susan,0
Desperation,0
Despicable Me,0
Despicable Me 2,0
Destined,0
Destino,0
Detachment,0
Detective,0
Detention,0
Detour,0
Deuce Bigalow European Gigolo,0
Deuce Bigalow Male Gigolo,0
Deuce Coupe,0
Deuce of Spades,0
Devil,0
Devil You Know,0
Devil's Due,0
Devil's Knot,0
Devil's Pass,0
DeVour,0
Dhoom 2,0
Diablo,0
Dial a Prayer,0
Dial M for Murder,0
Diamonds Are Forever,0
Diana,0
Diary of a Hitman,0
Diary of a Mad Black Woman,0
Diary of a Madman,0
Diary of a Wimpy Kid,0
Diary of a Wimpy Kid Class Clown,0
Diary of a Wimpy Kid Dog Days,0
Diary of a Wimpy Kid Rodrick Rules,0
Diary of Seduction,0
Diary of the Dead,0
Dick,0
Dick Tracy,0
Dickie Roberts Former Child Star,0
Did You Hear About The Morgans?,0
Die Another Day,0
Die Hard,0
Die Hard 2,0
Die Hard With a Vengeance,0
Diggstown,0
Digimon The Movie,0
Dillinger,0
Diner,0
Dinner at Eight,0
Dinner for Schmucks,0
Dino Time,0
Dinocroc vs Supergator,0
Dinosaur,0
Dinosaur Island,0
Dinotopia 1 The Outsiders,0
Dinotopia 2 The Temptation,0
Dirty,0
Dirty 30,0
Dirty Dancing,0
Dirty Dancing Havana Nights,0
Dirty Girl,0
Dirty Grandpa,0
Dirty Harry,0
Dirty Laundry,0
Dirty Mary Crazy Larry,0
Dirty Movie,0
Dirty Pretty Things,0
Dirty Rotten Scoundrels,0
Dirty Work,0
Disaster Movie,0
Disclosure,0
Disconnect,0
Disgrace,0
Dishonored,0
Disney Princess A Christmas of Enchantment,0
Disney Princess Enchanted Tales Follow Your Dreams,0
Disney Sing-Along-Songs Fun With Music,0
Disney's Christmas Favorites,0
District 13 Ultimatum,0
District 9,0
District B13,0
Disturbia,0
Divergent,0
Divine Secrets of the Ya-Ya Sisterhood,0
Divorce Invitation,0
Dixie Dynamite,0
Django Unchained,0
Do Not Disturb,0
Do the Right Thing,0
Do You Believe?,0
DOA,0
DOA Dead or Alive,0
Doc Hollywood,0
Doc Mcstuffins Cuddle Me Lambie,0
Doctor Dolittle,0
Doctor Strange,0
Doctor Who The Movie,0
Doctor Zhivago,0
DodgeBall A True Underdog Story,0
Dog City The Movie,0
Dog Day Afternoon,0
Dog Gone,0
Dog Pound,0
Dog Soldiers,0
Dogma,0
Dolan's Cadillac,0
Dolores Claiborne,0
Dolphin Tale,0
Dolphin Tale 2,0
Dom Hemingway,0
Domestic Disturbance,0
Dominick and Eugene,0
Dominion Prequel to the Exorcist,0
Domino,0
Don Jon,0
Don Juan DeMarco,0
Don Quixote,0
Don Verdean,0
Donald's Laugh Factory,0
Donkey Flies,0
Donkey Punch,0
Donnie Brasco,0
Donnie Darko,0
Donovan's Echo,0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0
Don't Be Afraid of the Dark,0
Don't Breathe,0
Don't Come Knocking,0
Don't Look Now,0
Don't Look Under the Bed,0
Don't Look Up,0
Don't Say a Word,0
Don't Tell Her It's Me,0
Don't Tell Mom the Babysitter's Dead,0
Doogal,0
Doom,0
Doomsday,0
Doomsday Prophecy,0
Dope,0
Doppelganger,0
Dora the Explorer Dora in Wonderland,0
Dorian Gray,0
Dorm Daze 2,0
Dorothy Mills,0
Dot the I,0
DotKill,0
Double Dragon,0
Double Exposure,0
Double Impact,0
Double Jeopardy,0
Double O Kid,0
Double Take,0
Double Team,0
Double Teamed,0
Double Trouble,0
Doublecrossed,0
Doubt,0
Doug's 1st Movie,0
Down and Dangerous,0
Down by Law,0
Down in the Valley,0
Down Periscope,0
Down to Earth,0
Down to You,0
Down with Love,0
Dr Cabbie,0
Dr Dolittle 2,0
Dr Dolittle 3,0
Dr Dolittle Million Dollar Mutts,0
Dr Dolittle Tail to the Chief,0
Dr Giggles,0
Dr Jekyll and Mr Hyde,0
Dr Jekyll and Ms Hyde,0
Dr Jekyll and Sister Hyde,0
Dr No,0
Dr Phibes Rises Again,0
Dr Strangelove or How I Learned to Stop Worrying and Love the Bomb,0
Dr Wai in 'The Scripture with No Words',0
Dracula,0
Dracula 2000,0
Dracula 3D,0
Dracula AD 1972,0
Dracula Dead and Loving It,0
Dracula II Ascension,0
Dracula III Legacy,0
Dracula Untold,0
Dracula's War,0
Draft Day,0
Drag Me to Hell,0
Dragnet,0
Dragon Day,0
Dragon Eyes,0
Dragon Storm,0
Dragon The Bruce Lee Story,0
Dragonball Evolution,0
Dragonfly,0
DragonHeart,0
Dragonheart 3 The Sorcerer's Curse,0
DragonHeart A New Beginning,0
Dragonlance Dragons Of Autumn Twilight,0
Dragons A Fantasy Made Real,0
Dragons Gift of the Night Fury,0
Dragoon Wells Massacre,0
Drake And Josh Go Hollywood,0
Dread,0
Dream 18,0
Dream a Little Dream,0
Dream for an Insomniac,0
Dream House,0
Dreamcatcher,0
Dreamchild,0
Dreamer Inspired By a True Story,0
Dreamgirls,0
Dreamscape,0
Dredd,0
Dressed to Kill,0
Drift,0
Drillbit Taylor,0
Drinking Buddies,0
Drive,0
Drive Angry,0
Drive Me Crazy,0
Driven,0
Driven To Kill,0
Driving Miss Daisy,0
Drop Dead Fred,0
Drop Dead Gorgeous,0
Drop Zone,0
Drowning by Numbers,0
Drowning Mona,0
Drugstore Cowboy,0
Drumline,0
Drunkboat,0
D-Tox,0
DTV Monster Hits,0
DuckTales The Movie - Treasure of the Lost Lamp,0
Dude,0
Dudley Do-Right,0
Due Date,0
Duel,0
Duets,0
Dug's Special Mission,0
Duke of Earl,0
Dulha Mil Gaya,0
Dumb and Dumber,0
Dumb and Dumber To,0
Dumb and Dumberer When Harry Met Lloyd,0
Dumbbells,0
Dumbo,0
Dummy,0
Dumplings,0
Dune,0
Dungeons and Dragons,0
Dungeons and Dragons The Book of Vile Darkness,0
Dungeons and Dragons Wrath of the Dragon God,0
Dunston Checks In,0
Duplex,0
Duplicity,0
Dutch,0
Dying of the Light,0
Dylan Dog Dead of Night,0
Eagle Eye,0
Earth Angel,0
Earth Girls Are Easy,0
Earth to Echo,0
Earth vs the Flying Saucers,0
Earthquake,0
Earthsea,0
East Is East,0
East of Eden,0
East Side of Heaven,0
Eastern Promises,0
Easy A,0
Easy Come,0
Easy Rider,0
Easy Rider The Ride Back,0
Easy Virtue,0
Eat Pray Love,0
Eating Out Drama Camp,0
Eating Out The Open Weekend,0
Eau du Minnie,0
Echelon Conspiracy,0
Ed,0
Ed Wood,0
Eddie,0
Eddie and the Cruisers,0
Eddie Murphy Raw,0
Eddie the Eagle,0
Eddie The Sleepwalking Cannibal,0
Eden,0
Eden Lake,0
Eden Log,0
Edge of Darkness,0
